date,AverageTemp,AverageTempUncertainty
8/1/1931,27.094,0.33
9/1/1931,26.834,0.276
10/1/1931,26.282,0.224
11/1/1931,25.847,0.384
12/1/1931,25.342,0.26
1/1/1932,24.455,0.407
2/1/1932,24.696,0.433
3/1/1932,25.583,0.298
4/1/1932,26.906,0.337
5/1/1932,27.563,0.294
6/1/1932,27.143,0.332
7/1/1932,26.647,0.301
8/1/1932,27.096,0.297
9/1/1932,26.732,0.237
10/1/1932,26.501,0.213
11/1/1932,25.871,0.232
12/1/1932,25.284,0.29
1/1/1933,24.926,0.416
2/1/1933,25.386,0.411
3/1/1933,25.967,0.291
4/1/1933,27.234,0.363
5/1/1933,28.037,0.376
6/1/1933,27.19,0.278
7/1/1933,26.825,0.225
8/1/1933,27.048,0.224
9/1/1933,26.784,0.305
10/1/1933,25.91,0.228
11/1/1933,25.791,0.336
12/1/1933,25.245,0.393
1/1/1934,24.77,0.368
2/1/1934,24.477,0.414
3/1/1934,25.548,0.347
4/1/1934,26.548,0.283
5/1/1934,27.043,0.429
6/1/1934,27.145,0.22
7/1/1934,26.775,0.213
8/1/1934,26.773,0.165
9/1/1934,26.4,0.203
10/1/1934,26.254,0.224
11/1/1934,25.97,0.388
12/1/1934,24.83,0.336
1/1/1935,24.512,0.535
2/1/1935,25.406,0.372
3/1/1935,26.242,0.321
4/1/1935,27.075,0.285
5/1/1935,27.322,0.29
6/1/1935,27.256,0.255
7/1/1935,26.798,0.213
8/1/1935,27.164,0.351
9/1/1935,26.588,0.35
10/1/1935,26.517,0.232
11/1/1935,25.852,0.372
12/1/1935,24.935,0.332
1/1/1936,24.815,0.302
2/1/1936,25.391,0.387
3/1/1936,26.051,0.292
4/1/1936,26.905,0.244
5/1/1936,27.759,0.37
6/1/1936,27.277,0.263
7/1/1936,26.754,0.205
8/1/1936,26.44,0.301
9/1/1936,26.799,0.22
10/1/1936,26.187,0.229
11/1/1936,25.9,0.256
12/1/1936,25.961,0.288
1/1/1937,25.487,0.295
2/1/1937,25.584,0.28
3/1/1937,26.233,0.349
4/1/1937,27.221,0.284
5/1/1937,27.47,0.227
6/1/1937,27.663,0.25
7/1/1937,26.919,0.263
8/1/1937,26.952,0.161
9/1/1937,26.813,0.248
10/1/1937,25.934,0.221
11/1/1937,26.066,0.279
12/1/1937,25.79,0.409
1/1/1938,25.177,0.354
2/1/1938,25.401,0.354
3/1/1938,26.351,0.285
4/1/1938,26.7,0.308
5/1/1938,27.224,0.333
6/1/1938,26.762,0.32
7/1/1938,26.75,0.238
8/1/1938,27.39,0.276
9/1/1938,27.009,0.32
10/1/1938,26.021,0.309
11/1/1938,25.616,0.335
12/1/1938,25.233,0.307
1/1/1939,24.691,0.318
2/1/1939,24.874,0.32
3/1/1939,25.901,0.346
4/1/1939,26.902,0.457
5/1/1939,27.118,0.388
6/1/1939,27.363,0.441
7/1/1939,27.428,0.31
8/1/1939,27.502,0.302
9/1/1939,26.971,0.285
10/1/1939,26.599,0.299
11/1/1939,26.338,0.215
12/1/1939,24.767,0.264
1/1/1940,24.719,0.534
2/1/1940,24.853,0.567
3/1/1940,26.163,0.376
4/1/1940,26.99,0.896
5/1/1940,27.859,0.988
6/1/1940,27.491,0.386
7/1/1940,26.931,0.253
8/1/1940,26.664,0.305
9/1/1940,26.864,0.521
10/1/1940,26.586,0.319
11/1/1940,26.305,0.296
12/1/1940,25.608,0.538
1/1/1941,25.701,0.585
2/1/1941,25.818,0.455
3/1/1941,26.266,0.443
4/1/1941,27.202,0.641
5/1/1941,28.076,0.524
6/1/1941,27.575,0.425
7/1/1941,27.347,0.491
8/1/1941,27.4,0.603
9/1/1941,26.963,0.409
10/1/1941,26.801,0.419
11/1/1941,26.54,0.539
12/1/1941,25.762,0.577
1/1/1942,25.037,0.512
2/1/1942,26.004,0.5
3/1/1942,27.449,0.605
4/1/1942,27.476,0.564
5/1/1942,27.897,0.526
6/1/1942,27.73,0.534
7/1/1942,26.444,0.643
8/1/1942,26.827,0.457
9/1/1942,26.396,0.456
10/1/1942,26.583,0.503
11/1/1942,25.868,0.543
12/1/1942,25.443,0.496
1/1/1943,24.8,0.81
2/1/1943,25.286,0.544
3/1/1943,26.511,0.477
4/1/1943,26.737,0.526
5/1/1943,27.628,0.496
6/1/1943,26.722,0.508
7/1/1943,26.958,0.484
8/1/1943,26.344,0.598
9/1/1943,26.892,0.465
10/1/1943,26.075,0.742
11/1/1943,26.155,0.497
12/1/1943,25.127,0.584
1/1/1944,25.72,0.86
2/1/1944,25.413,0.7
3/1/1944,25.288,0.736
4/1/1944,27.05,0.688
5/1/1944,27.95,0.692
6/1/1944,27.291,0.705
7/1/1944,26.508,0.678
8/1/1944,26.651,0.651
9/1/1944,27.097,0.672
10/1/1944,27.058,0.538
11/1/1944,26.497,0.577
12/1/1944,24.584,1.193
1/1/1945,24.621,0.743
2/1/1945,24.978,1.722
3/1/1945,26.024,0.471
4/1/1945,27.453,0.859
5/1/1945,27.425,0.46
6/1/1945,27.116,0.25
7/1/1945,26.852,0.377
8/1/1945,27.004,0.21
9/1/1945,26.597,0.312
10/1/1945,26.408,0.527
11/1/1945,26.073,0.675
12/1/1945,25.425,0.69
1/1/1946,25.884,0.59
2/1/1946,26.344,1.101
3/1/1946,26.859,1.101
4/1/1946,27.789,0.745
5/1/1946,27.529,0.636
6/1/1946,27.154,0.415
7/1/1946,27.094,0.397
8/1/1946,26.884,0.548
9/1/1946,26.695,0.504
10/1/1946,26.254,0.357
11/1/1946,26.644,0.439
12/1/1946,25.938,0.366
1/1/1947,25.932,0.6
2/1/1947,25.764,0.439
3/1/1947,26.908,0.429
4/1/1947,27.734,0.624
5/1/1947,28.024,0.447
6/1/1947,27.571,0.611
7/1/1947,27.461,0.852
8/1/1947,27.248,0.858
9/1/1947,27.376,0.895
10/1/1947,26.825,0.447
11/1/1947,26.026,0.73
12/1/1947,25.784,0.586
1/1/1948,25.013,0.339
2/1/1948,25.894,0.665
3/1/1948,26.48,0.873
4/1/1948,27.766,0.699
5/1/1948,28.002,0.544
6/1/1948,27.535,0.672
7/1/1948,27.175,0.479
8/1/1948,26.951,0.449
9/1/1948,26.647,0.332
10/1/1948,26.436,0.326
11/1/1948,25.6,0.264
12/1/1948,25.77,0.394
1/1/1949,24.888,0.426
2/1/1949,25.71,0.509
3/1/1949,26.353,0.572
4/1/1949,27.196,0.772
5/1/1949,27.965,0.323
6/1/1949,27.484,0.419
7/1/1949,26.985,0.356
8/1/1949,26.973,0.325
9/1/1949,26.906,0.338
10/1/1949,26.422,0.292
11/1/1949,26.179,0.448
12/1/1949,25.577,0.494
1/1/1950,25.504,0.428
2/1/1950,25.692,0.356
3/1/1950,26.524,0.448
4/1/1950,27.448,0.469
5/1/1950,27.822,0.376
6/1/1950,27.227,0.504
7/1/1950,26.925,0.467
8/1/1950,27.034,0.451
9/1/1950,26.892,0.309
10/1/1950,26.355,0.369
11/1/1950,26.065,0.279
12/1/1950,24.898,0.375
1/1/1951,25.392,0.254
2/1/1951,25.75,0.214
3/1/1951,26.514,0.191
4/1/1951,27.621,0.252
5/1/1951,27.585,0.249
6/1/1951,27.25,0.366
7/1/1951,27.078,0.301
8/1/1951,27.077,0.177
9/1/1951,27.006,0.398
10/1/1951,26.912,0.268
11/1/1951,26.769,0.243
12/1/1951,25.89,0.186
1/1/1952,25.672,0.235
2/1/1952,26.129,0.145
3/1/1952,26.763,0.158
4/1/1952,27.672,0.232
5/1/1952,28.105,0.132
6/1/1952,27.411,0.187
7/1/1952,27.207,0.176
8/1/1952,26.677,0.134
9/1/1952,26.737,0.154
10/1/1952,26.621,0.146
11/1/1952,26.497,0.126
12/1/1952,25.753,0.148
1/1/1953,25.312,0.215
2/1/1953,25.84,0.129
3/1/1953,26.916,0.131
4/1/1953,27.714,0.25
5/1/1953,28.072,0.222
6/1/1953,27.373,0.201
7/1/1953,27.115,0.163
8/1/1953,27.183,0.141
9/1/1953,27.021,0.126
10/1/1953,27.001,0.143
11/1/1953,26.784,0.127
12/1/1953,25.858,0.161
1/1/1954,25.967,0.263
2/1/1954,26.308,0.225
3/1/1954,26.845,0.194
4/1/1954,27.851,0.204
5/1/1954,28.159,0.187
6/1/1954,27.557,0.206
7/1/1954,27.119,0.204
8/1/1954,27.071,0.163
9/1/1954,26.823,0.159
10/1/1954,26.479,0.164
11/1/1954,26.058,0.194
12/1/1954,25.362,0.179
1/1/1955,25.084,0.181
2/1/1955,25.65,0.161
3/1/1955,26.543,0.169
4/1/1955,27.443,0.123
5/1/1955,27.971,0.252
6/1/1955,27.196,0.189
7/1/1955,26.955,0.204
8/1/1955,27.023,0.276
9/1/1955,27.119,0.214
10/1/1955,26.611,0.235
11/1/1955,26.231,0.296
12/1/1955,24.908,0.176
1/1/1956,25.069,0.165
2/1/1956,25.848,0.204
3/1/1956,26.703,0.231
4/1/1956,27.154,0.25
5/1/1956,27.419,0.27
6/1/1956,27.399,0.178
7/1/1956,27.048,0.149
8/1/1956,26.773,0.127
9/1/1956,26.693,0.162
10/1/1956,26.532,0.185
11/1/1956,26.365,0.263
12/1/1956,25.445,0.286
1/1/1957,25.455,0.1
2/1/1957,25.542,0.232
3/1/1957,26.832,0.27
4/1/1957,27.386,0.403
5/1/1957,28.211,0.167
6/1/1957,27.756,0.473
7/1/1957,27.143,0.431
8/1/1957,27.201,0.734
9/1/1957,27.132,0.453
10/1/1957,26.765,0.372
11/1/1957,26.389,0.228
12/1/1957,26.316,0.323
1/1/1958,25.82,0.31
2/1/1958,25.881,0.303
3/1/1958,26.812,0.18
4/1/1958,27.587,0.159
5/1/1958,28.38,0.348
6/1/1958,27.939,0.438
7/1/1958,27.396,0.399
8/1/1958,27.21,0.346
9/1/1958,27.287,0.205
10/1/1958,26.812,0.205
11/1/1958,26.262,0.199
12/1/1958,25.586,0.201
1/1/1959,25.148,0.348
2/1/1959,26.151,0.18
3/1/1959,26.733,0.366
4/1/1959,27.493,0.327
5/1/1959,27.969,0.262
6/1/1959,28.121,0.113
7/1/1959,27.177,0.263
8/1/1959,26.863,0.145
9/1/1959,27.089,0.285
10/1/1959,26.677,0.181
11/1/1959,26.526,0.198
12/1/1959,25.99,0.157
1/1/1960,25.725,0.227
2/1/1960,25.915,0.279
3/1/1960,26.884,0.269
4/1/1960,27.579,0.403
5/1/1960,28.081,0.365
6/1/1960,27.482,0.308
7/1/1960,27.509,0.267
8/1/1960,27.414,0.32
9/1/1960,26.939,0.154
10/1/1960,26.572,0.178
11/1/1960,26.554,0.179
12/1/1960,25.48,0.116
1/1/1961,24.534,0.28
2/1/1961,25.904,0.273
3/1/1961,26.938,0.16
4/1/1961,27.747,0.275
5/1/1961,28.024,0.243
6/1/1961,27.416,0.309
7/1/1961,26.892,0.21
8/1/1961,26.999,0.118
9/1/1961,26.993,0.095
10/1/1961,26.421,0.302
11/1/1961,26.498,0.147
12/1/1961,25.98,0.164
1/1/1962,24.955,0.266
2/1/1962,24.992,0.209
3/1/1962,26.604,0.23
4/1/1962,27.443,0.272
5/1/1962,28.085,0.252
6/1/1962,27.658,0.516
7/1/1962,27.069,0.29
8/1/1962,27.006,0.298
9/1/1962,26.755,0.257
10/1/1962,27.043,0.337
11/1/1962,26.394,0.135
12/1/1962,25.51,0.263
1/1/1963,24.15,0.16
2/1/1963,24.519,0.155
3/1/1963,25.814,0.185
4/1/1963,26.87,0.232
5/1/1963,28.206,0.321
6/1/1963,27.456,0.263
7/1/1963,27.228,0.267
8/1/1963,27.026,0.161
9/1/1963,27.217,0.23
10/1/1963,26.627,0.182
11/1/1963,26.796,0.265
12/1/1963,25.915,0.13
1/1/1964,25.955,0.321
2/1/1964,25.65,0.186
3/1/1964,26.577,0.17
4/1/1964,27.565,0.226
5/1/1964,28.027,0.263
6/1/1964,27.442,0.305
7/1/1964,27.138,0.288
8/1/1964,27.195,0.313
9/1/1964,27.01,0.119
10/1/1964,26.669,0.291
11/1/1964,26.058,0.248
12/1/1964,25.343,0.164
1/1/1965,24.631,0.212
2/1/1965,25.509,0.133
3/1/1965,26.236,0.301
4/1/1965,27.261,0.19
5/1/1965,27.671,0.305
6/1/1965,27.233,0.464
7/1/1965,26.676,0.301
8/1/1965,27.059,0.154
9/1/1965,26.999,0.287
10/1/1965,26.765,0.36
11/1/1965,26.757,0.304
12/1/1965,25.931,0.255
1/1/1966,25.539,0.306
2/1/1966,26.106,0.25
3/1/1966,27.045,0.229
4/1/1966,28.023,0.151
5/1/1966,27.592,0.302
6/1/1966,27.676,0.212
7/1/1966,27.149,0.266
8/1/1966,27.493,0.229
9/1/1966,27.244,0.354
10/1/1966,26.803,0.23
11/1/1966,26.726,0.122
12/1/1966,26.167,0.119
1/1/1967,25.096,0.217
2/1/1967,25.355,0.259
3/1/1967,26.138,0.285
4/1/1967,27.257,0.191
5/1/1967,28.237,0.337
6/1/1967,27.65,0.22
7/1/1967,27.319,0.404
8/1/1967,27.049,0.368
9/1/1967,27.082,0.239
10/1/1967,26.441,0.134
11/1/1967,26.131,0.116
12/1/1967,25.13,0.14
1/1/1968,24.945,0.226
2/1/1968,24.981,0.226
3/1/1968,26.642,0.243
4/1/1968,27.385,0.237
5/1/1968,28.257,0.069
6/1/1968,28.042,0.326
7/1/1968,27.73,0.297
8/1/1968,27.335,0.202
9/1/1968,27.321,0.208
10/1/1968,26.593,0.226
11/1/1968,25.882,0.191
12/1/1968,25.452,0.241
1/1/1969,25.449,0.194
2/1/1969,25.653,0.277
3/1/1969,26.945,0.132
4/1/1969,27.939,0.268
5/1/1969,28.895,0.126
6/1/1969,28.147,0.266
7/1/1969,27.271,0.22
8/1/1969,27.33,0.376
9/1/1969,27.266,0.183
10/1/1969,26.895,0.198
11/1/1969,26.448,0.16
12/1/1969,25.979,0.202
1/1/1970,25.715,0.201
2/1/1970,25.869,0.112
3/1/1970,27.071,0.237
4/1/1970,27.911,0.126
5/1/1970,28.569,0.249
6/1/1970,27.732,0.214
7/1/1970,27.3,0.235
8/1/1970,27.16,0.235
9/1/1970,27.11,0.128
10/1/1970,26.752,0.227
11/1/1970,26.654,0.17
12/1/1970,26.173,0.276
1/1/1971,24.72,0.186
2/1/1971,25.499,0.202
3/1/1971,25.909,0.323
4/1/1971,26.988,0.425
5/1/1971,27.592,0.277
6/1/1971,26.999,0.224
7/1/1971,26.865,0.242
8/1/1971,26.991,0.206
9/1/1971,27.16,0.217
10/1/1971,26.312,0.238
11/1/1971,26.067,0.2
12/1/1971,25.695,0.187
1/1/1972,25.046,0.223
2/1/1972,25.905,0.286
3/1/1972,25.83,0.237
4/1/1972,27.152,0.296
5/1/1972,27.921,0.127
6/1/1972,27.668,0.344
7/1/1972,27.388,0.41
8/1/1972,27.028,0.333
9/1/1972,27.175,0.292
10/1/1972,27.188,0.342
11/1/1972,26.906,0.24
12/1/1972,26.058,0.245
1/1/1973,25.588,0.303
2/1/1973,26.037,0.287
3/1/1973,26.8,0.323
4/1/1973,27.868,0.146
5/1/1973,28.569,0.243
6/1/1973,28.22,0.162
7/1/1973,27.572,0.353
8/1/1973,27.234,0.345
9/1/1973,27.066,0.222
10/1/1973,26.847,0.236
11/1/1973,26.537,0.158
12/1/1973,25.525,0.194
1/1/1974,24.779,0.263
2/1/1974,25.484,0.388
3/1/1974,26.079,0.292
4/1/1974,27.381,0.196
5/1/1974,27.832,0.276
6/1/1974,27.444,0.235
7/1/1974,27.258,0.233
8/1/1974,27.337,0.248
9/1/1974,27.427,0.206
10/1/1974,26.566,0.15
11/1/1974,26.282,0.357
12/1/1974,25.713,0.26
1/1/1975,25.272,0.255
2/1/1975,25.601,0.201
3/1/1975,26.725,0.227
4/1/1975,27.508,0.222
5/1/1975,28.048,0.165
6/1/1975,27.464,0.257
7/1/1975,27.215,0.448
8/1/1975,27.23,0.425
9/1/1975,26.984,0.307
10/1/1975,26.859,0.319
11/1/1975,26.445,0.227
12/1/1975,25.361,0.248
1/1/1976,24.832,0.177
2/1/1976,25.218,0.211
3/1/1976,26.424,0.191
4/1/1976,27.375,0.321
5/1/1976,27.501,0.44
6/1/1976,27.131,0.318
7/1/1976,27.322,0.263
8/1/1976,26.905,0.114
9/1/1976,26.882,0.391
10/1/1976,27.001,0.261
11/1/1976,26.49,0.193
12/1/1976,25.771,0.15
1/1/1977,25.822,0.198
2/1/1977,25.265,0.243
3/1/1977,26.225,0.214
4/1/1977,27.765,0.17
5/1/1977,28.355,0.251
6/1/1977,27.832,0.3
7/1/1977,27.211,0.312
8/1/1977,27.314,0.372
9/1/1977,26.948,0.359
10/1/1977,26.897,0.203
11/1/1977,26.454,0.113
12/1/1977,25.806,0.24
1/1/1978,25.269,0.228
2/1/1978,25.385,0.209
3/1/1978,27.061,0.154
4/1/1978,27.613,0.307
5/1/1978,28.12,0.234
6/1/1978,27.509,0.24
7/1/1978,27.4,0.226
8/1/1978,26.883,0.22
9/1/1978,26.552,0.131
10/1/1978,26.271,0.225
11/1/1978,26.066,0.268
12/1/1978,25.843,0.333
1/1/1979,25.449,0.247
2/1/1979,26.32,0.146
3/1/1979,26.919,0.207
4/1/1979,27.915,0.205
5/1/1979,27.905,0.401
6/1/1979,27.405,0.24
7/1/1979,27.292,0.192
8/1/1979,27.361,0.284
9/1/1979,27.203,0.236
10/1/1979,26.365,0.22
11/1/1979,26.539,0.193
12/1/1979,25.314,0.215
1/1/1980,25.412,0.154
2/1/1980,25.531,0.15
3/1/1980,26.773,0.138
4/1/1980,27.433,0.214
5/1/1980,28.14,0.179
6/1/1980,27.491,0.394
7/1/1980,27.254,0.219
8/1/1980,27.172,0.295
9/1/1980,26.961,0.198
10/1/1980,26.703,0.144
11/1/1980,26.636,0.123
12/1/1980,25.746,0.135
1/1/1981,24.511,0.261
2/1/1981,25.717,0.287
3/1/1981,26.924,0.249
4/1/1981,28.013,0.175
5/1/1981,28.402,0.17
6/1/1981,27.604,0.182
7/1/1981,27.179,0.372
8/1/1981,27.626,0.215
9/1/1981,27.384,0.239
10/1/1981,26.696,0.287
11/1/1981,26.566,0.212
12/1/1981,25.339,0.191
1/1/1982,24.875,0.19
2/1/1982,25.431,0.199
3/1/1982,26.656,0.357
4/1/1982,27.427,0.256
5/1/1982,28.048,0.179
6/1/1982,27.751,0.321
7/1/1982,27.12,0.215
8/1/1982,26.993,0.203
9/1/1982,26.983,0.18
10/1/1982,26.659,0.168
11/1/1982,26.834,0.333
12/1/1982,26.242,0.221
1/1/1983,25.955,0.228
2/1/1983,26.144,0.188
3/1/1983,27.234,0.19
4/1/1983,28.03,0.204
5/1/1983,28.852,0.113
6/1/1983,28.475,0.247
7/1/1983,27.553,0.146
8/1/1983,27.394,0.219
9/1/1983,27.3,0.133
10/1/1983,26.793,0.256
11/1/1983,26.315,0.245
12/1/1983,25.196,0.369
1/1/1984,25.246,0.236
2/1/1984,25.52,0.339
3/1/1984,26.869,0.201
4/1/1984,27.54,0.127
5/1/1984,27.579,0.192
6/1/1984,27.253,0.31
7/1/1984,27.363,0.299
8/1/1984,27.075,0.253
9/1/1984,26.845,0.288
10/1/1984,26.438,0.225
11/1/1984,26.617,0.183
12/1/1984,25.684,0.218
1/1/1985,25.104,0.188
2/1/1985,26.773,0.104
3/1/1985,27.297,0.162
4/1/1985,27.611,0.293
5/1/1985,28.118,0.179
6/1/1985,27.682,0.529
7/1/1985,27.08,0.219
8/1/1985,27.398,0.333
9/1/1985,26.817,0.332
10/1/1985,26.508,0.108
11/1/1985,26.692,0.122
12/1/1985,25.754,0.36
1/1/1986,25.052,0.328
2/1/1986,25.491,0.247
3/1/1986,26.582,0.272
4/1/1986,27.731,0.205
5/1/1986,28.275,0.215
6/1/1986,27.787,0.228
7/1/1986,27.243,0.144
8/1/1986,27.273,0.258
9/1/1986,27.04,0.233
10/1/1986,26.675,0.203
11/1/1986,26.715,0.19
12/1/1986,25.631,0.152
1/1/1987,25.312,0.247
2/1/1987,25.373,0.245
3/1/1987,27.239,0.184
4/1/1987,28.306,0.206
5/1/1987,28.988,0.159
6/1/1987,28.413,0.133
7/1/1987,27.553,0.195
8/1/1987,27.741,0.119
9/1/1987,27.605,0.365
10/1/1987,27.425,0.314
11/1/1987,27.223,0.149
12/1/1987,26.445,0.132
1/1/1988,26.759,0.156
2/1/1988,26.746,0.265
3/1/1988,27.663,0.253
4/1/1988,28.148,0.147
5/1/1988,28.797,0.258
6/1/1988,27.601,0.248
7/1/1988,27.614,0.193
8/1/1988,27.66,0.227
9/1/1988,27.423,0.235
10/1/1988,26.619,0.187
11/1/1988,26.257,0.103
12/1/1988,24.994,0.183
1/1/1989,25.854,0.258
2/1/1989,25.695,0.224
3/1/1989,26.301,0.347
4/1/1989,27.543,0.216
5/1/1989,27.825,0.176
6/1/1989,27.434,0.283
7/1/1989,27.345,0.235
8/1/1989,27.148,0.347
9/1/1989,27.205,0.176
10/1/1989,26.849,0.213
11/1/1989,26.331,0.168
12/1/1989,25.256,0.141
1/1/1990,25.573,0.199
2/1/1990,26.404,0.124
3/1/1990,26.826,0.309
4/1/1990,28.105,0.15
5/1/1990,28.187,0.188
6/1/1990,27.421,0.21
7/1/1990,27.283,0.246
8/1/1990,27.473,0.296
9/1/1990,27.031,0.25
10/1/1990,26.662,0.172
11/1/1990,26.414,0.319
12/1/1990,25.809,0.294
1/1/1991,25.506,0.161
2/1/1991,25.842,0.353
3/1/1991,26.587,0.319
4/1/1991,27.534,0.214
5/1/1991,28.218,0.167
6/1/1991,27.899,0.113
7/1/1991,27.245,0.237
8/1/1991,27.269,0.238
9/1/1991,27.298,0.248
10/1/1991,26.538,0.132
11/1/1991,26.081,0.111
12/1/1991,25.504,0.165
1/1/1992,25.227,0.278
2/1/1992,25.879,0.152
3/1/1992,27.01,0.27
4/1/1992,27.989,0.255
5/1/1992,28.531,0.127
6/1/1992,28.007,0.237
7/1/1992,27.115,0.216
8/1/1992,27.377,0.253
9/1/1992,27.368,0.258
10/1/1992,26.659,0.157
11/1/1992,26.019,0.196
12/1/1992,25.637,0.389
1/1/1993,25.253,0.173
2/1/1993,25.53,0.189
3/1/1993,26.279,0.207
4/1/1993,27.426,0.164
5/1/1993,28.465,0.336
6/1/1993,28.121,0.087
7/1/1993,27.548,0.256
8/1/1993,27.122,0.217
9/1/1993,26.983,0.156
10/1/1993,26.591,0.175
11/1/1993,26.848,0.232
12/1/1993,25.99,0.244
1/1/1994,25.661,0.211
2/1/1994,26.048,0.196
3/1/1994,26.925,0.213
4/1/1994,27.619,0.377
5/1/1994,28.208,0.165
6/1/1994,27.345,0.13
7/1/1994,27.068,0.174
8/1/1994,27.236,0.132
9/1/1994,26.876,0.188
10/1/1994,26.702,0.12
11/1/1994,26.491,0.151
12/1/1994,25.797,0.167
1/1/1995,25.362,0.193
2/1/1995,25.698,0.179
3/1/1995,26.559,0.286
4/1/1995,27.649,0.247
5/1/1995,28.15,0.204
6/1/1995,28.054,0.15
7/1/1995,27.061,0.319
8/1/1995,27.218,0.21
9/1/1995,26.967,0.211
10/1/1995,26.94,0.118
11/1/1995,26.754,0.151
12/1/1995,25.505,0.089
1/1/1996,25.127,0.121
2/1/1996,25.314,0.091
3/1/1996,27.264,0.239
4/1/1996,27.301,0.141
5/1/1996,27.958,0.176
6/1/1996,27.685,0.259
7/1/1996,27.647,0.231
8/1/1996,27.545,0.23
9/1/1996,27.463,0.153
10/1/1996,27.224,0.255
11/1/1996,26.492,0.211
12/1/1996,25.635,0.194
1/1/1997,24.987,0.154
2/1/1997,25.746,0.191
3/1/1997,26.249,0.202
4/1/1997,27.71,0.146
5/1/1997,28.286,0.179
6/1/1997,27.846,0.143
7/1/1997,27.312,0.25
8/1/1997,27.704,0.182
9/1/1997,27.227,0.194
10/1/1997,27.212,0.203
11/1/1997,27.141,0.215
12/1/1997,26.296,0.102
1/1/1998,26.341,0.13
2/1/1998,27.032,0.243
3/1/1998,27.735,0.201
4/1/1998,28.734,0.301
5/1/1998,29.158,0.211
6/1/1998,28.681,0.274
7/1/1998,28.422,0.192
8/1/1998,28.287,0.229
9/1/1998,27.843,0.259
10/1/1998,27.312,0.128
11/1/1998,27.198,0.098
12/1/1998,26.61,0.161
1/1/1999,26.126,0.145
2/1/1999,26.133,0.262
3/1/1999,27.149,0.138
4/1/1999,27.498,0.234
5/1/1999,27.918,0.182
6/1/1999,27.303,0.149
7/1/1999,27.26,0.287
8/1/1999,26.972,0.237
9/1/1999,27.126,0.159
10/1/1999,27.006,0.182
11/1/1999,26.553,0.158
12/1/1999,26.065,0.227
1/1/2000,25.908,0.186
2/1/2000,26.082,0.189
3/1/2000,26.885,0.237
4/1/2000,27.791,0.143
5/1/2000,28.019,0.161
6/1/2000,27.559,0.254
7/1/2000,27.06,0.184
8/1/2000,27.367,0.237
9/1/2000,27.347,0.212
10/1/2000,26.935,0.193
11/1/2000,26.949,0.253
12/1/2000,26.215,0.228
1/1/2001,25.976,0.141
2/1/2001,26.501,0.119
3/1/2001,27.021,0.167
4/1/2001,28.107,0.168
5/1/2001,28.17,0.201
6/1/2001,27.589,0.198
7/1/2001,27.358,0.145
8/1/2001,27.527,0.255
9/1/2001,27.558,0.315
10/1/2001,27.228,0.114
11/1/2001,26.516,0.197
12/1/2001,25.7,0.193
1/1/2002,25.579,0.286
2/1/2002,25.705,0.193
3/1/2002,26.789,0.241
4/1/2002,27.747,0.254
5/1/2002,28.317,0.212
6/1/2002,28.009,0.189
7/1/2002,27.628,0.144
8/1/2002,27.348,0.117
9/1/2002,27.119,0.167
10/1/2002,27.165,0.187
11/1/2002,27.032,0.134
12/1/2002,26.56,0.263
1/1/2003,25.546,0.236
2/1/2003,25.961,0.283
3/1/2003,26.934,0.105
4/1/2003,28.433,0.223
5/1/2003,28.272,0.368
6/1/2003,27.506,0.35
7/1/2003,27.483,0.288
8/1/2003,27.459,0.245
9/1/2003,27.126,0.276
10/1/2003,26.883,0.35
11/1/2003,27.099,0.179
12/1/2003,25.476,0.133
1/1/2004,25.88,0.21
2/1/2004,26.106,0.198
3/1/2004,27.134,0.312
4/1/2004,28.215,0.166
5/1/2004,28.164,0.15
6/1/2004,27.474,0.279
7/1/2004,27.38,0.22
8/1/2004,27.511,0.201
9/1/2004,27.473,0.159
10/1/2004,26.624,0.322
11/1/2004,27.013,0.17
12/1/2004,26.104,0.17
1/1/2005,25.531,0.326
2/1/2005,26.379,0.252
3/1/2005,27.029,0.238
4/1/2005,27.799,0.152
5/1/2005,28.614,0.189
6/1/2005,28.077,0.258
7/1/2005,27.668,0.178
8/1/2005,27.42,0.197
9/1/2005,27.214,0.107
10/1/2005,27.158,0.257
11/1/2005,27.015,0.238
12/1/2005,25.828,0.263
1/1/2006,25.958,0.262
2/1/2006,26.284,0.234
3/1/2006,27.064,0.249
4/1/2006,28.079,0.273
5/1/2006,28.215,0.246
6/1/2006,27.941,0.302
7/1/2006,27.479,0.193
8/1/2006,27.244,0.22
9/1/2006,27.248,0.163
10/1/2006,26.815,0.142
11/1/2006,27.228,0.16
12/1/2006,26.582,0.234
1/1/2007,25.788,0.212
2/1/2007,26.276,0.255
3/1/2007,27.194,0.188
4/1/2007,28.186,0.16
5/1/2007,28.3,0.183
6/1/2007,28.277,0.231
7/1/2007,27.845,0.146
8/1/2007,27.375,0.156
9/1/2007,27.362,0.18
10/1/2007,26.918,0.153
11/1/2007,26.306,0.173
12/1/2007,26.117,0.261
1/1/2008,25.822,0.268
2/1/2008,25.663,0.33
3/1/2008,26.702,0.299
4/1/2008,27.647,0.129
5/1/2008,27.368,0.13
6/1/2008,27.659,0.182
7/1/2008,27.355,0.11
8/1/2008,27.178,0.248
9/1/2008,27.229,0.151
10/1/2008,27.183,0.136
11/1/2008,26.797,0.186
12/1/2008,25.906,0.175
1/1/2009,25.374,0.281
2/1/2009,26.358,0.273
3/1/2009,27.449,0.19
